Flight_ID,Flight_Number,Flight_Date,Day_of_Week,Airline,Alliance,Origin,Origin_Country,Destination,Destination_Country,Route,Flight_Distance_KM,Route_Category,Aircraft_Type,Aircraft_Capacity,Aircraft_Age_Years,Passengers,Load_Factor,Flight_Hours,Season,Demand_Level,Competition_Index,Weather_Disruption,On_Time_Performance,Delay_Minutes,Average_Ticket_Price,Ticket_Revenue,Ancillary_Revenue,Cargo_Revenue,Total_Revenue,Fuel_Price_Per_Liter,Fuel_Cost,Maintenance_Cost,Crew_Cost,Depreciation_Cost,Insurance_Cost,Airport_Fees,Catering_Cost,Handling_Cost,Navigation_Fees,Sales_Distribution_Cost,Passenger_Service_Cost,Overhead_Cost,Marketing_Cost,IT_Systems_Cost,Total_Cost,Profit,Profit_Margin,Profitable,Passenger_Satisfaction_Score,Market_Share_Pct
FL000056,AA3606,2023-09-21,Thursday,American Airlines,OneWorld,JFK,USA,FCO,Italy,JFK-FCO,6890,Long Haul,Airbus A380-800,517,,420,0.8127,9.0,Shoulder,Medium,6.0,0,55.0,8.0,569.09,239017.75,28533.93,57834.81,325386.49,0.8025790685997708,89853.79,32484.75,26149.49,70434.7,4974.31,6867.38,20571.51,11027.03,3341.63,21779.56,6782.29,61392.53,8900.88,1509.62,366069.47,-40682.98,-12.5,0,7.8,24.5
FL000057,BA1946,2024-07-02,Tuesday,British Airways,OneWorld,LHR,UK,IST,Turkey,LHR-IST,2510,Medium Haul,Airbus A330-300,277,12.0,277,1.0158,3.7,Peak,High,1.0,0,70.4,70.0,465.28,128883.79,8463.65,4880.03,142227.47,0.7300054944260582,19302.48,6250.36,5241.85,18682.76,1552.91,3760.12,6900.07,5642.57,1036.15,9498.78,2984.3,34518.17,5389.31,676.16,121435.99,20791.48,14.62,1,,23.5
FL000058,LH1882,2024-02-01,Thursday,Lufthansa,Star Alliance,FRA,Germany,LOS,Nigeria,FRA-LOS,5240,Long Haul,Airbus A330-300,277,,173,0.6249,6.9,Low,Low,5.0,0,79.6,0.0,471.24,81524.72,,67474.98,155065.16,,36262.45,17110.59,10563.38,20538.71,1521.92,10062.62,9241.82,2545.2,2859.19,7773.15,1162.71,26169.88,3584.22,651.74,150047.58,5017.58,3.24,1,,29.6
FL000059,AF1695,2023-09-12,Tuesday,Air France,SkyTeam,CDG,France,NBO,Kenya,CDG-NBO,6310,Long Haul,Airbus A350-900,325,6.0,203,0.6262,8.2,Shoulder,Low,6.0,0,78.1,13.0,520.56,105673.66,9099.05,63275.59,178048.3,,42775.98,15289.45,13821.13,46431.74,3091.01,9536.88,11591.32,3402.35,2854.23,6931.66,1690.71,17000.51,6220.09,630.06,181267.12,-3218.82,-1.81,0,,10.2
FL000060,BA2579,2022-01-19,Wednesday,Singapore Airlines,Star Alliance,SIN,Singapore,MEL,Australia,SIN-MEL,6300,Long Haul,Boeing 787-9,296,5.0,194,0.6581,8.3,Low,Medium,1.0,1,82.2,0.0,712.52,138229.57,13631.47,72182.78,224043.82,0.6879175526368503,39307.38,13349.4,12465.08,31646.6,2743.39,6031.68,,2308.6,3033.59,12497.58,3360.07,16405.43,8045.6,894.9,161017.36,63026.46,28.13,1,7.6,22.4
FL000061,LH2884,2023-09-24,Sunday,Lufthansa,Star Alliance,FRA,Germany,SFO,USA,FRA-SFO,9340,Long Haul,Airbus A350-900,325,1.0,242,1.0317,11.6,Shoulder,Medium,6.0,0,56.2,23.0,567.82,137412.74,16905.04,23419.16,177736.94,0.5396523872033921,36128.22,18311.8,20789.52,44731.55,3434.77,10462.6,14399.01,3953.55,4548.28,8953.77,2122.25,29980.17,3407.58,1593.32,202816.39,-25079.45,-14.11,0,7.8,6.5
FL000062,EK2378,2022-10-21,Friday,Emirates,Non-Aligned,DXB,UAE,HKG,Hong Kong,DXB-HKG,5980,Long Haul,Boeing 777-300ER,396,11.0,320,0.81,7.7,Shoulder,Medium,8.0,0,82.4,135.0,545.21,174468.77,25329.15,79375.1,279173.02,0.641958280586019,46845.43,16608.25,13738.6,52985.13,4576.43,8885.7,17795.17,6980.14,3137.28,10941.21,5242.13,25229.37,5432.53,847.36,219244.73,59928.29,21.47,1,6.1,20.1
FL000063,AF2401,2022-08-15,Monday,Air France,SkyTeam,CDG,France,SIN,Singapore,CDG-SIN,10740,Long Haul,Airbus A350-900,325,13.0,263,0.8097,13.4,Peak,Medium,7.0,0,82.1,0.0,1245.85,327659.54,16517.96,68501.43,412678.93,0.850722078102367,72902.91,25845.36,24006.27,42781.55,3294.38,7587.91,,5818.48,5703.28,29194.72,3174.27,18684.25,15570.96,844.08,272715.35,139963.58,33.92,1,8.9,22.0
FL000064,SQ9707,2022-08-18,Thursday,Singapore Airlines,Star Alliance,SIN,Singapore,FRA,Germany,SIN-FRA,10240,Long Haul,Boeing 777-300ER,396,8.0,357,0.9032,12.6,Peak,High,,0,58.6,22.0,1506.79,537923.48,16124.7,22966.87,577015.05,0.784636715313714,85900.87,26925.31,22463.85,55765.64,4014.78,8754.46,17226.8,8479.38,5603.11,41645.55,5865.62,39864.73,22527.44,2195.13,347232.67,229782.38,39.82,1,7.9,3.0
FL000065,CX8557,2023-01-28,Saturday,Cathay Pacific,OneWorld,HKG,Hong Kong,ICN,South Korea,HKG-ICN,2080,Medium Haul,Boeing 767-300ER,218,15.0,127,0.5857,3.7,Low,Low,8.0,0,71.3,0.0,206.76,26258.73,9963.5,20922.32,57144.55,0.7407630815146815,17047.59,5900.26,4708.77,15016.04,1297.22,5257.93,3339.32,3607.34,927.83,2020.36,735.1,22181.5,1250.02,844.94,84134.22,-26989.67,-47.23,0,,22.2
FL000066,LH7976,2023-08-21,Monday,Lufthansa,Star Alliance,FRA,Germany,NRT,Japan,FRA-NRT,9350,Long Haul,Boeing 777-300ER,396,12.0,347,0.8779,11.7,Peak,High,3.0,0,58.3,61.0,1188.45,412391.85,16200.41,58340.33,486932.59,0.609107190316665,64732.09,26811.47,25132.0,45699.82,4353.58,8037.23,20274.99,5658.9,4629.81,24250.61,2700.16,20186.98,8481.91,2132.99,263082.54,223850.05,45.97,1,8.1,14.6
FL000067,AF4008,2023-08-16,Wednesday,Air France,SkyTeam,CDG,France,SIN,Singapore,CDG-SIN,10740,Long Haul,Boeing 787-9,296,12.0,260,0.879,13.5,Peak,High,8.0,0,92.4,7.0,1150.43,299111.96,10988.95,72339.92,382440.83,0.7575537103072367,68484.61,25223.26,20787.77,32279.41,2731.81,10519.67,13946.75,3282.16,4360.64,28707.73,4657.2,15797.03,15087.3,1003.24,246868.58,135572.25,35.45,1,,9.2
FL000068,BA4607,2024-12-17,Tuesday,British Airways,OneWorld,LHR,UK,CAI,Egypt,LHR-CAI,3520,Medium Haul,Boeing 787-9,296,11.0,261,0.8831,4.6,Peak,High,4.0,0,96.8,0.0,672.79,175597.07,9439.87,12003.11,197040.05,0.634145452254302,18140.93,9608.56,7649.57,29989.67,2540.55,4377.3,6638.11,5371.63,1647.07,16007.09,4321.0,26888.03,4948.05,855.18,138982.74,58057.31,29.46,1,8.3,5.3
FL000069,LH3832,2024-10-24,Thursday,Lufthansa,Star Alliance,FRA,Germany,IST,Turkey,FRA-IST,2220,Medium Haul,Airbus A321,220,20.0,150,0.6836,3.6,Shoulder,Medium,9.0,0,97.8,22.0,180.14,27020.94,3816.3,23622.53,54459.77,0.7156071370705168,6964.6,3412.62,3050.39,8536.53,693.82,5321.73,4057.71,2963.56,1019.75,1790.54,2139.61,24476.86,736.71,578.21,65742.64,-11282.87,-20.72,0,8.4,20.4
FL000070,AA3972,2023-03-12,Sunday,American Airlines,OneWorld,JFK,USA,SIN,Singapore,JFK-SIN,15350,Long Haul,Boeing 777-300ER,396,19.0,331,1.0408,19.1,Normal,Medium,5.0,0,89.4,0.0,2185.76,723486.51,16910.17,77745.69,818142.37,0.7480632765129535,134992.96,59090.1,43599.46,51390.59,4671.01,7356.85,19188.11,5817.22,8392.4,62475.11,4073.6,47928.59,28831.19,1291.76,479098.95,339043.42,41.44,1,8.4,8.6
FL000071,TK1049,2024-06-07,Friday,Turkish Airlines,Star Alliance,IST,Turkey,ATL,USA,IST-ATL,9440,Long Haul,Airbus A350-900,325,16.0,271,0.8346,11.9,Peak,Medium,8.0,0,62.3,7.0,1082.77,293429.62,8210.77,73618.42,375258.81,0.6605710974473897,51410.53,22529.47,19455.05,43456.31,3362.8,9271.92,15824.65,4669.39,5815.82,26890.34,4547.14,16546.32,13779.69,612.24,238171.67,137087.14,36.53,1,8.0,18.3
FL000072,AF4554,2022-01-19,Wednesday,Air France,SkyTeam,CDG,France,NRT,Japan,CDG-NRT,9720,Long Haul,Boeing 777-300ER,396,1.0,243,0.6158,12.2,Low,Low,2.0,0,94.8,62.0,756.51,183831.93,16842.14,17011.73,217685.8,0.6074938359714245,62280.27,21711.52,23644.68,53402.44,4353.71,8039.36,12351.27,4059.92,4502.29,15667.58,2550.4,30091.77,6600.39,807.1,250062.7,-32376.9,-14.87,0,7.8,7.9
FL000073,AA5017,2024-03-12,Tuesday,American Airlines,OneWorld,JFK,USA,IST,Turkey,JFK-IST,8170,Long Haul,Boeing 777-300ER,396,1.0,306,0.7729,10.4,Normal,Medium,6.0,0,88.5,30.0,993.57,304032.85,10839.85,79084.13,393956.83,0.6166563040122643,54897.83,23394.72,19316.14,52872.9,4155.86,8745.46,16555.87,6448.17,4800.25,26441.86,2383.95,39550.34,12137.48,1748.52,273449.35,120507.48,30.59,1,8.3,18.9
FL000074,DL6738,2022-02-08,Tuesday,Delta Air Lines,SkyTeam,ATL,USA,MEX,Mexico,ATL-MEX,2450,Medium Haul,Airbus A321,220,14.0,129,0.5901,3.3,Low,Low,7.0,0,88.3,17.0,186.89,24108.32,7768.91,17183.1,49060.33,0.6982065696758462,7035.23,3278.25,3066.91,8369.81,765.51,5456.49,3444.73,2660.8,1230.58,1652.76,2189.13,20643.41,1001.3,431.41,61226.32,-12165.99,-24.8,0,,11.9
FL000075,CX3854,2022-04-02,Saturday,Cathay Pacific,OneWorld,HKG,Hong Kong,LAX,USA,HKG-LAX,11650,Long Haul,Airbus A350-900,325,,261,0.8052,14.8,Shoulder,Medium,6.0,0,56.1,6.0,806.84,210586.18,,,284206.22,0.840858679165447,77093.4,26067.55,28680.84,40531.6,3327.67,8651.25,12863.72,6716.25,6501.76,11692.08,2286.21,23801.54,6317.22,1194.08,255725.17,28481.05,10.02,1,,10.8
FL000076,BA7318,2024-05-30,Thursday,British Airways,OneWorld,LHR,UK,DEL,India,LHR-DEL,6720,Long Haul,Boeing 787-9,296,,223,0.7567,8.7,Shoulder,Medium,9.0,0,87.8,17.0,678.26,151251.64,13483.57,21383.08,186118.29,0.525905937303049,32105.65,14435.28,12819.98,31288.92,2954.55,8134.53,14404.8,2954.14,2852.57,8359.27,1759.63,26326.79,6701.98,719.57,165817.66,20300.63,10.91,1,7.5,12.2
FL000077,TK6057,2024-08-03,Saturday,Turkish Airlines,Star Alliance,IST,Turkey,LAX,USA,IST-LAX,11300,Long Haul,Boeing 787-9,296,15.0,245,0.8293,13.7,Peak,Medium,6.0,0,62.3,-13.0,978.38,239702.08,16072.16,24783.28,280557.52,0.7250965606630952,63252.3,25753.75,23425.38,33063.09,2351.64,7640.39,13407.35,5633.3,5131.34,18704.89,3226.54,30087.62,7222.44,502.22,239402.25,41155.27,14.67,1,8.2,6.4
FL000078,AF6330,2024-06-17,Monday,Air France,SkyTeam,CDG,France,FRA,Germany,CDG-FRA,480,Short Haul,Boeing 737-800,189,8.0,151,0.7999,1.6,Peak,Medium,9.0,0,65.3,27.0,168.93,25508.3,10968.69,1971.49,38448.48,0.8046626529440414,3485.33,1144.17,1242.73,7029.64,533.07,1943.97,1133.39,3043.99,276.72,2179.39,771.42,12535.44,1185.3,667.41,37171.97,1276.51,3.32,1,8.2,4.2
FL000079,AA1922,2023-07-25,Tuesday,American Airlines,OneWorld,JFK,USA,MIA,USA,JFK-MIA,1760,Medium Haul,Airbus A321,220,17.0,160,0.7301,3.1,Peak,Medium,9.0,0,75.1,24.0,316.64,50662.49,8979.8,19014.83,78657.12,0.5751169691672982,5640.79,2581.17,2622.89,8637.72,862.91,3652.65,4141.25,3571.09,970.86,3946.42,2016.11,13205.23,1912.73,680.62,54442.44,24214.68,30.79,1,8.8,10.6
FL000080,AA7644,2024-09-25,Wednesday,American Airlines,OneWorld,JFK,USA,SFO,USA,JFK-SFO,4150,Medium Haul,Boeing 787-9,296,20.0,242,0.82,5.7,Shoulder,Medium,4.0,0,96.7,40.0,706.67,171014.42,9349.01,11656.92,192020.35,0.7174930000160399,24606.35,12396.0,9835.08,32413.44,3140.64,4545.89,5184.11,6422.27,1894.94,9357.29,3563.22,32842.24,8255.47,1654.39,156111.33,35909.02,18.7,1,8.0,4.8
FL000081,BA1570,2022-06-15,Wednesday,British Airways,OneWorld,LHR,UK,SIN,Singapore,LHR-SIN,10840,Long Haul,Airbus A330-300,277,15.0,260,0.9408,13.5,Peak,High,8.0,0,67.2,32.0,1616.45,420277.03,12117.92,,447032.18,0.7766774890558806,67790.14,30469.63,24673.68,18682.03,1691.41,9981.86,16979.7,5347.07,4510.4,34011.49,3439.79,23599.4,15853.85,1162.39,258192.84,188839.34,42.24,1,8.2,3.0
FL000082,DL2262,2024-09-27,Friday,Delta Air Lines,SkyTeam,ATL,USA,MIA,USA,ATL-MIA,970,Short Haul,Boeing 737-800,189,4.0,151,0.8003,2.0,Shoulder,Medium,6.0,0,,17.0,183.67,27734.9,12347.41,662.72,40745.03,0.6280223300648282,3910.17,1229.46,1675.64,8214.73,596.05,2072.97,1294.7,3909.9,541.4,2543.0,2016.38,10563.56,1376.28,373.66,40317.9,427.13,1.05,1,8.7,14.5
FL000083,DL8542,2022-06-04,Saturday,Delta Air Lines,SkyTeam,ATL,USA,LAX,USA,ATL-LAX,3100,Medium Haul,Boeing 787-9,296,17.0,232,0.7857,4.7,Peak,Medium,8.0,0,92.1,0.0,654.44,151830.86,19359.62,20274.09,191464.57,0.6627126849141958,20046.99,8676.47,7396.15,32708.32,2324.13,4168.47,5634.77,2761.51,1463.92,13651.82,2143.98,21446.31,4448.68,614.43,127485.95,63978.62,33.42,1,8.2,
FL000084,DL3535,2022-04-06,Wednesday,Delta Air Lines,SkyTeam,ATL,USA,MIA,USA,ATL-MIA,970,Short Haul,Boeing 737-800,189,3.0,134,0.7116,1.7,Shoulder,Medium,6.0,0,63.6,0.0,152.07,20377.41,6288.57,2960.3,29626.28,0.810720175252054,3851.76,1007.79,1345.13,7297.5,556.75,2065.42,,2903.69,424.53,1798.47,2308.21,9674.29,833.65,583.48,35724.92,-6098.64,-20.59,0,8.6,12.4
FL000085,BA5620,2024-04-28,Sunday,British Airways,OneWorld,LHR,UK,NBO,Kenya,LHR-NBO,6820,Long Haul,Boeing 777-300ER,396,14.0,364,0.9203,8.6,Shoulder,High,6.0,0,85.5,4.0,876.13,318911.79,11246.54,51802.02,381960.35,0.8663363023825856,63139.19,20424.84,17209.21,50904.33,4139.13,7342.08,21688.33,9153.99,3592.13,18225.83,3592.36,43492.65,11064.85,886.37,274855.29,107105.06,28.04,1,8.2,8.4
FL000086,AA4072,2024-07-26,Friday,American Airlines,OneWorld,JFK,USA,GRU,Brazil,JFK-GRU,9470,Long Haul,Boeing 777-300ER,396,4.0,307,0.7765,12.0,Peak,Medium,4.0,0,91.0,12.0,1029.63,316095.39,7528.78,31097.25,354721.42,0.6652846397443334,71752.55,23486.56,23877.11,52317.36,4764.37,9909.22,16537.56,3153.39,4451.05,25238.81,5524.23,42652.63,11352.45,1884.29,296901.58,57819.84,16.3,1,7.3,29.6
FL000087,TK1307,2022-05-20,Friday,Turkish Airlines,Star Alliance,IST,Turkey,NBO,Kenya,IST-NBO,4900,Medium Haul,Boeing 787-9,296,12.0,180,0.6106,6.9,Shoulder,Low,9.0,0,79.7,38.0,564.66,101638.66,12723.23,7832.22,122194.11,0.7875521250769588,35954.77,14879.48,11645.44,32710.32,2933.88,4566.2,5083.14,3824.54,2095.82,5234.92,3149.89,29626.67,5826.76,598.95,158130.78,-35936.67,-29.41,0,7.6,20.7
FL000088,DL7511,2024-09-03,Tuesday,Delta Air Lines,SkyTeam,ATL,USA,LAX,USA,ATL-LAX,3100,Medium Haul,Boeing 787-9,296,3.0,256,0.8672,4.2,Shoulder,High,7.0,0,61.9,,399.4,102245.91,20776.13,12462.85,135484.89,0.6926616196632203,18935.95,6048.83,6462.72,34316.04,2478.6,3905.85,5593.4,4804.13,1684.89,6508.16,1869.7,21332.72,2514.42,1717.16,118172.57,17312.32,12.78,1,7.7,8.5
FL000089,BA6898,2023-11-01,Wednesday,British Airways,OneWorld,LHR,UK,BCN,Spain,LHR-BCN,1140,Short Haul,Airbus A321,220,,179,0.8178,2.3,Normal,Medium,5.0,0,80.4,0.0,275.09,49240.72,10660.02,1972.79,61873.53,0.6967031039667151,4950.45,2495.39,2220.92,9568.67,686.53,2163.04,1460.61,5008.36,625.4,4673.9,1824.68,16392.11,1006.11,1097.76,54173.93,7699.6,12.44,1,9.2,3.0
FL000090,SQ8984,2024-04-23,Tuesday,Singapore Airlines,Star Alliance,SIN,Singapore,BOM,India,SIN-BOM,4370,Medium Haul,Boeing 787-9,296,9.0,228,0.7707,6.0,Shoulder,Medium,8.0,0,72.9,25.0,634.02,144555.84,8151.08,23973.31,176680.23,0.7060266856057726,26891.27,10517.7,8773.25,34063.44,2834.11,4329.0,5783.59,5322.37,2295.15,7602.09,2791.87,18264.0,7716.92,864.5,138049.26,38630.97,21.86,1,,3.0
FL000091,AF1757,2022-01-26,Wednesday,Air France,SkyTeam,CDG,France,LAX,USA,CDG-LAX,9120,Long Haul,Airbus A380-800,517,18.0,358,0.6932,11.3,Low,Medium,4.0,0,74.2,0.0,823.87,294945.58,10500.35,54908.17,360354.1,0.6082889483375215,79569.98,43990.09,32095.19,63801.94,5036.22,5377.64,,,5215.13,20254.77,2978.34,29955.28,10085.93,1455.58,330593.09,29761.01,8.26,1,,30.9
FL000092,LH1725,2022-06-20,Monday,Lufthansa,Star Alliance,FRA,Germany,IST,Turkey,FRA-IST,2220,Medium Haul,Boeing 767-300ER,218,12.0,190,0.8743,3.3,Peak,High,7.0,1,97.3,0.0,549.85,104471.15,10539.59,17281.05,132291.79,0.6969662494497222,12965.36,5215.2,5221.11,14776.05,1284.25,4602.52,5346.04,,961.19,10003.43,1570.39,24702.87,4112.07,868.39,95265.23,37026.56,27.99,1,9.2,9.6
FL000093,TK3345,2022-05-30,Monday,Turkish Airlines,Star Alliance,IST,Turkey,FRA,Germany,IST-FRA,2220,Medium Haul,Boeing 787-9,296,9.0,182,0.617,3.2,Shoulder,Low,3.0,0,88.5,4.0,193.66,35245.79,14517.66,19401.43,69164.88,0.5969941439865384,10738.96,4908.97,5196.52,35294.36,2675.7,5136.42,5055.21,2911.32,983.12,1897.65,1466.0,33229.35,2041.79,641.19,112176.56,-43011.68,-62.19,0,8.0,12.2
FL000094,AA2810,2024-09-25,Wednesday,American Airlines,OneWorld,JFK,USA,BOS,USA,JFK-BOS,300,Short Haul,Boeing 737-800,189,14.0,136,0.7247,1.3,Shoulder,Medium,8.0,0,72.2,0.0,46.95,6385.6,5712.81,1360.45,13458.86,0.7902063267651958,2794.81,1219.5,977.54,7150.46,548.62,2252.45,1128.21,3039.98,181.82,540.8,1657.28,12515.35,180.99,473.55,34661.36,-21202.5,-157.54,0,8.6,14.0
FL000095,DL6002,2023-10-15,Sunday,Delta Air Lines,SkyTeam,ATL,USA,YYZ,Canada,ATL-YYZ,1600,Medium Haul,Boeing 767-300ER,218,20.0,176,0.8099,2.6,Shoulder,Medium,6.0,0,60.1,12.0,28.48,29030.15,12637.29,5776.76,47444.2,0.690697137856219,10593.04,5047.04,3362.18,15096.42,1203.28,3936.18,4430.91,2252.14,516.5,1621.74,1266.81,16652.01,1465.07,798.23,68241.55,-20797.35,-43.84,0,,8.8
FL000096,SQ7155,2022-01-04,Tuesday,Singapore Airlines,Star Alliance,SIN,Singapore,PEK,China,SIN-PEK,4480,Medium Haul,Airbus A330-300,277,11.0,177,0.6403,5.9,Low,Low,2.0,0,81.6,0.0,363.02,64254.63,13545.89,4955.97,82756.49,,24533.82,11950.14,10436.23,20653.91,1433.57,5625.38,5099.03,3158.91,2731.28,4099.2,2653.51,18550.81,3064.57,560.5,114550.86,-31794.37,-38.42,0,8.0,27.0
FL000097,LH4629,2023-08-11,Friday,Lufthansa,Star Alliance,FRA,Germany,SIN,Singapore,FRA-SIN,10240,Long Haul,Airbus A330-300,277,4.0,203,0.7363,13.0,Peak,Medium,9.0,0,85.8,0.0,1323.84,268739.51,11677.97,46570.64,326988.12,0.8920277178425751,84981.26,24037.25,18586.68,19331.52,1750.44,8529.57,10346.43,3891.47,5270.42,25533.8,3105.59,27901.4,12680.56,1366.11,247312.5,79675.62,24.37,1,9.0,12.5
FL000098,EK4144,2023-11-12,Sunday,Emirates,Non-Aligned,DXB,UAE,HKG,Hong Kong,DXB-HKG,5980,Long Haul,Airbus A350-900,325,8.0,263,0.8106,7.5,Normal,Medium,2.0,0,97.5,8.0,824.35,216804.4,7311.98,69911.98,294028.36,0.6916802744387897,32449.43,14551.21,12875.57,41068.16,3918.22,7351.7,12518.25,4531.77,2924.04,11553.63,4362.42,27555.47,7111.42,1152.55,183923.84,110104.52,37.45,1,7.9,31.6
FL000099,TK9106,2022-08-31,Wednesday,Turkish Airlines,Star Alliance,IST,Turkey,FCO,Italy,IST-FCO,1960,Medium Haul,Airbus A330-300,277,13.0,240,0.8674,3.1,Peak,High,6.0,0,83.7,8.0,376.98,90476.03,8247.24,5443.04,104166.31,0.7045784106476743,15556.74,5842.45,6160.38,18668.03,1638.86,5296.83,,4069.98,1035.88,4711.9,2754.17,28170.42,2722.65,849.33,104844.66,-678.35,-0.65,0,7.7,19.7
FL000100,CX7106,2022-02-15,Tuesday,Cathay Pacific,OneWorld,HKG,Hong Kong,CDG,France,HKG-CDG,9630,Long Haul,Boeing 777-300ER,396,7.0,246,0.6221,12.0,Low,Low,9.0,0,55.0,50.0,645.45,158780.15,14471.25,81326.75,254578.15,0.7367839158570255,78216.32,26623.6,24002.88,52706.26,3443.68,8549.8,12204.44,5069.1,4418.63,11120.2,1598.24,46033.23,5810.25,968.35,280764.98,-26186.83,-10.29,0,9.2,
FL000101,LH6476,2023-05-28,Sunday,Lufthansa,Star Alliance,FRA,Germany,CDG,France,FRA-CDG,480,Short Haul,Boeing 737-800,189,4.0,155,0.8247,1.2,Shoulder,Medium,2.0,0,90.3,5.0,113.33,17566.4,11251.41,2346.38,31164.19,0.6823945508290782,2398.28,777.92,1030.11,7423.39,675.24,1768.78,1185.4,2620.35,200.08,949.13,2668.23,20154.02,763.52,952.04,43566.49,-12402.3,-39.8,0,8.6,32.0
FL000102,EK2353,2022-02-02,Wednesday,Emirates,Non-Aligned,DXB,UAE,KUL,Malaysia,DXB-KUL,5580,Long Haul,Boeing 787-9,296,21.0,143,0.4843,6.8,Low,Low,6.0,0,80.1,0.0,396.28,56667.42,3363.21,18129.61,78160.24,0.8237650096640577,33496.85,14133.83,10688.09,35670.33,2678.21,7682.43,6792.94,2120.75,2209.15,3026.35,1120.59,35565.4,2189.89,604.45,157979.26,-79819.02,-102.12,0,8.6,9.0
FL000103,SQ3226,2024-06-08,Saturday,Singapore Airlines,Star Alliance,SIN,Singapore,JFK,USA,SIN-JFK,15350,Long Haul,Airbus A330-300,277,15.0,236,0.8526,18.9,Peak,High,3.0,1,73.8,23.0,3066.04,723586.09,12245.9,10043.46,745875.45,0.6706650279627678,85970.84,37804.01,31305.45,19695.23,1626.35,7222.91,11943.95,2357.54,8919.73,48132.64,2987.71,23287.63,27541.58,1577.57,310373.14,435502.31,58.39,1,8.7,9.2
FL000104,LH3938,2022-04-21,Thursday,Lufthansa,Star Alliance,FRA,Germany,MAD,Spain,FRA-MAD,1860,Medium Haul,Airbus A330-300,277,2.0,211,0.7639,2.7,Shoulder,Medium,4.0,0,81.1,0.0,324.25,68417.3,5319.61,15996.0,89732.91,0.7252728423788117,13682.08,3729.02,4599.01,19181.71,1502.61,4281.68,6038.31,4820.7,977.4,4532.38,2940.25,33827.57,3366.8,938.81,104418.33,-14685.42,-16.37,0,8.9,14.3
FL000105,EK7772,2024-11-26,Tuesday,Emirates,Non-Aligned,DXB,UAE,CMB,Sri Lanka,DXB-CMB,2850,Medium Haul,Airbus A330-300,277,6.0,197,0.712,3.9,Normal,Medium,,0,92.1,15.0,503.2,99129.53,9248.77,5603.06,113981.36,0.90699094196275,23735.26,6020.45,7139.3,16938.61,1540.27,5271.32,4071.72,3910.62,1213.12,7699.75,2445.5,18214.98,4925.83,418.82,103545.55,10435.81,9.16,1,8.6,27.5
FL000106,EK8016,2022-01-28,Friday,Emirates,Non-Aligned,DXB,UAE,ICN,South Korea,DXB-ICN,7510,Long Haul,Airbus A350-900,325,11.0,164,0.5072,9.9,Low,Low,9.0,0,,0.0,279.55,45846.86,5410.0,44449.23,95706.09,,34816.0,17267.57,17143.42,37401.16,3918.11,9150.06,9066.6,2645.13,3838.28,3660.75,2547.26,26723.29,2292.09,1076.69,171546.41,-75840.32,-79.24,0,9.5,9.9
FL000107,EK2174,2023-07-05,Wednesday,Emirates,Non-Aligned,DXB,UAE,KUL,Malaysia,DXB-KUL,5580,Long Haul,Boeing 777-300ER,396,20.0,303,0.7663,7.6,Peak,Medium,9.0,0,93.6,0.0,,170167.7,12269.29,29210.43,211647.42,0.6373685714925083,45307.43,17666.4,16805.39,55097.29,4926.23,8213.34,16901.24,,2684.28,13940.89,2774.47,21496.38,4340.16,607.41,217576.57,-5929.15,-2.8,0,8.6,13.8
FL000108,AF3220,2022-06-28,Tuesday,Air France,SkyTeam,CDG,France,BOG,Colombia,CDG-BOG,8620,Long Haul,Boeing 777-300ER,396,17.0,311,0.7864,10.9,Peak,Medium,9.0,0,80.4,0.0,1046.08,325329.46,14031.87,20409.53,359770.86,0.6386975138207078,65197.21,26790.77,21705.31,49234.04,5103.14,8012.77,16721.45,8104.22,4540.69,29199.26,2863.84,42526.26,8369.57,1644.75,290013.28,69757.58,19.39,1,8.5,11.1
FL000109,QF2412,2023-06-30,Friday,Qantas,OneWorld,SYD,Australia,HKG,Hong Kong,SYD-HKG,7380,Long Haul,Boeing 787-9,296,17.0,261,0.8845,9.3,Peak,High,6.0,0,82.3,18.0,867.84,226507.04,8654.5,9880.85,245042.39,0.7327589273064972,43909.03,18350.84,13889.73,31194.71,2957.87,9136.83,13343.94,6087.67,3764.8,12253.64,3499.72,28674.55,10313.78,922.83,198299.94,46742.45,19.08,1,7.4,13.9
FL000110,CX5435,2022-01-03,Monday,Cathay Pacific,OneWorld,HKG,Hong Kong,BKK,Thailand,HKG-BKK,1720,Medium Haul,Boeing 787-9,296,17.0,201,0.6818,2.9,Low,Medium,3.0,0,79.7,0.0,131.77,26485.97,5320.01,10253.13,42059.11,0.804359456263879,14250.61,6087.39,4497.37,34589.44,3148.88,4540.59,5199.66,5167.09,873.51,1398.67,1672.98,26511.91,711.52,570.3,109219.92,-67160.81,-159.68,0,7.1,36.3
FL000111,AF3741,2024-01-27,Saturday,Air France,SkyTeam,CDG,France,BOM,India,CDG-BOM,7050,Long Haul,Boeing 777-300ER,396,17.0,261,0.6597,8.8,Low,Medium,5.0,0,85.9,4.0,365.32,95347.72,18014.44,32587.47,145949.63,0.8162794309485465,66401.62,25715.87,17780.03,50408.03,5533.56,8834.63,18495.32,4389.6,3822.24,8261.21,4277.92,41266.7,2791.18,1442.76,259420.67,-113471.04,-77.75,0,8.7,9.7
